bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_005419,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,503.0,Concurrency Bug,Data,PostgreSQL,Low,Production,Full-Stack Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-02-18
BUG_005420,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,403.0,Deployment Bug,Cloud,Node.js,Critical,Development,Data Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a data engineer due to its nature.,2025-05-27
BUG_005421,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Backend Systems,AWS,Medium,Production,Backend Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a backend developer due to its nature.,2025-03-22
BUG_005422,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,,Cloud Configuration Bug,Cloud,Laravel,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-02-23
BUG_005423,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,403.0,Security Vulnerability,Data,PostgreSQL,Low,Production,Backend Developer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a backend developer due to its nature.,2025-02-10
BUG_005424,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,503.0,Deployment Bug,Backend Systems,Angular,Low,Production,Full-Stack Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-06-19
BUG_005425,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,403.0,Concurrency Bug,Web Development,Django,Low,Staging,Frontend Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a frontend developer due to its nature.,2025-04-07
BUG_005426,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,502.0,Logging Bug,Cloud,React,Low,Staging,Backend Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a backend developer due to its nature.,2025-08-29
BUG_005427,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,403.0,CI/CD Bug,Cloud,Azure,High,Staging,Cloud Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-04-13
BUG_005428,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,503.0,CI/CD Bug,Data,GCP,Low,Production,QA Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a qa engineer due to its nature.,2025-05-03
BUG_005429,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,,Backend Logic Bug,Cloud,Azure,High,Staging,Cloud Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-07-31
BUG_005430,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,404.0,Deployment Bug,Cloud,Django,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a qa engineer due to its nature.,2025-04-03
BUG_005431,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,401.0,Monitoring Bug,Cloud,MongoDB,Critical,Development,Frontend Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-02
BUG_005432,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,401.0,Logging Bug,DevOps,MySQL,High,Production,Backend Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a backend developer due to its nature.,2025-03-11
BUG_005433,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,500.0,Concurrency Bug,Web Development,MySQL,High,Staging,Data Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a data engineer due to its nature.,2025-11-13
BUG_005434,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,401.0,Deployment Bug,Mobile,Kubernetes,High,Staging,Frontend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a frontend developer due to its nature.,2025-03-08
BUG_005435,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,401.0,CI/CD Bug,Mobile,Spring Boot,Low,Production,Mobile Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a mobile developer due to its nature.,2025-05-07
BUG_005436,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,403.0,Security Vulnerability,Backend Systems,MySQL,Medium,Staging,DevOps Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a devops engineer due to its nature.,2025-03-24
BUG_005437,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,500.0,Memory Leak,Backend Systems,Spring Boot,High,Staging,Frontend Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a frontend developer due to its nature.,2025-05-06
BUG_005438,Database Bug detected in system,This issue relates to a database bug occurring in the application.,,Database Bug,Data,MySQL,Critical,Development,Security Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a security engineer due to its nature.,2025-12-17
BUG_005439,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,401.0,CI/CD Bug,Backend Systems,GCP,Medium,Production,Security Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a security engineer due to its nature.,2025-05-20
